,genres,title,genres_encoded
20626,"['action', 'indie']",Generic space shooter,345
20627,"['adventure', 'casual', 'free to play']",Lost lands: mahjong,406
20628,"['action', 'casual', 'indie']",Chicken invaders 2 - christmas edition,232
20629,"['adventure', 'casual', 'indie']",Season of 12 colors,440
20630,"['free to play', 'massively multiplayer', 'rpg', 'strategy']",Elemental heroes - upgrade all storages to 10th level,698
20631,"['free to play', 'massively multiplayer', 'rpg', 'strategy']",Elemental heroes - fill resources storages to 100%,698
20632,"['action', 'adventure', 'indie']",Out there somewhere,138
20633,"['action', 'casual', 'indie']",One way to exit,232
20634,"['action', 'adventure', 'indie', 'simulation', 'strategy']",Out there somewhere - soundtrack,133
20635,"['casual', 'indie']",There's poop in my soup,633
20636,"['action', 'adventure', 'indie']",Alice's lullaby: episode 2,138
20637,"['action', 'indie']",Space moth dx original soundtrack,345
20638,"['casual', 'strategy']",Rush for gold: california,651
20639,['casual'],Tropical fish shop 2,652
20640,['indie'],Beat da beat,777
20641,['strategy'],"Warhammer 40,000: armageddon - golgotha",838
20642,['casual'],The treasures of montezuma 5,652
20643,"['animation &amp; modeling', 'video production']",Facerig trials fusion dlc,548
20644,"['adventure', 'casual']",The secret order 3: ancient times,453
20645,"['adventure', 'casual', 'indie']","Upwards, lonely robot",440
20646,"['action', 'indie']",Warhammer: end times - vermintide last stand,345
20647,"['casual', 'free to play', 'sports']",Rock paper scissors champion - soundtrack,595
20648,"['action', 'indie', 'racing']",Cologne,324
20649,"['action', 'indie']",12 is better than 6 art book,345
20650,"['adventure', 'indie', 'rpg']",Moon hunters,496
20651,"['simulation', 'sports']",Wwe 2k16,817
20652,['simulation'],Farming simulator 15 - holmer,820
20653,"['indie', 'simulation']",Caravanserail,771
20654,"['adventure', 'indie', 'rpg']",Moon hunters - soundtrack,496
20655,"['action', 'indie']",Deathsmiles,345
20656,"['action', 'indie']",Deathsmiles ost,345
20657,"['design &amp; illustration', 'web publishing']",Rpg maker mv - deathsmiles set,661
20658,"['indie', 'rpg', 'strategy']",Fantasy grounds - 5e: fifth edition feats,761
20659,"['design &amp; illustration', 'web publishing']",Rpg maker vx ace - deathsmiles set,661
20660,"['action', 'indie', 'simulation', 'strategy']",Dual gear,337
20661,"['indie', 'strategy']","Gremlins, inc.",776
20662,"['action', 'indie', 'rpg']",Ares omega,332
20663,['simulation'],Train simulator: br class 58 loco add-on,820
20664,"['adventure', 'indie']",Leviathan: the last day of the decade - soundtrack,504
20665,"['indie', 'simulation']",Poly bridge soundtrack,771
20666,"['casual', 'indie', 'rpg', 'strategy']",Magic potion explorer,618
20667,"['casual', 'simulation']",Rocksmith® 2014 – flyleaf - “i’m so sick”,647
20668,"['casual', 'simulation']",Rocksmith® 2014 – hole - “celebrity skin”,647
20669,"['casual', 'simulation']",Rocksmith® 2014 – the pretty reckless - heaven knows,647
20670,"['casual', 'simulation']",Rocksmith® 2014 – women who rock song pack,647
20671,"['indie', 'strategy']",Stardrive 2: sector zero,776
20672,"['action', 'indie']",Jump tanks digital artbook,345
20673,"['adventure', 'casual', 'indie', 'rpg', 'simulation', 'strategy']",Fortresscraft evolved: skin pack #1,425
20674,"['adventure', 'indie', 'rpg']",Shardlight - bonus content,496
20675,"['action', 'indie']",Jump tanks original soundtrack,345
20676,"['action', 'indie', 'early access']",Jump tanks,304
20677,"['action', 'adventure', 'casual', 'indie']",Ultimate chicken horse,58
20678,['action'],Tom clancy's rainbow six® siege - amethyst weapon skin,393
20679,"['indie', 'simulation', 'strategy']",Kingdom wars 2: battles,770
20680,"['action', 'casual', 'indie']",Chicken invaders 2,232
20681,"['action', 'adventure', 'indie', 'simulation', 'strategy']",Into the stars - digital deluxe,133
20682,"['action', 'adventure', 'indie', 'simulation', 'strategy']",Into the stars,133
20683,"['action', 'indie', 'racing', 'early access']",Switchcars,315
20684,"['simulation', 'sports', 'strategy']",Football club simulator - fcs 18,816
20685,"['adventure', 'casual', 'indie']",Spellbind : luppe's tale,440
20686,"['action', 'adventure', 'indie', 'rpg', 'early access']",Frontier,120
20687,"['indie', 'strategy']",Rabiez: epidemic,776
20688,"['action', 'adventure', 'indie']",Story of a cube,138
20689,"['action', 'adventure', 'indie']",Story of a cube soundtrack,138
20690,"['action', 'indie', 'sports', 'early access']",Gyrodisc super league,339
20691,"['action', 'casual', 'indie', 'strategy']",Red risk,231
20692,['indie'],Mind games,777
20693,['casual'],Red risk (soundtrack),652
20694,"['casual', 'indie', 'simulation']",Paper train traffic,626
20695,"['adventure', 'indie']",Space pilgrim episode iv: sol,504
20696,"['action', 'casual', 'indie', 'simulation', 'early access']",Asteroidshd,220
20697,"['simulation', 'strategy']",Graviteam tactics: mius-front,819
20698,"['action', 'casual', 'indie']",Ms - 5★ becky box,232
20699,"['indie', 'massively multiplayer', 'rpg', 'early access']",Mystica: the ninth society,726
20700,"['casual', 'indie', 'strategy']",Blades of the righteous,632
20701,"['action', 'indie']",Warhammer: end times - vermintide schluesselschloss,345
20702,"['education', 'software training']",Gtgd s3 how to make a game,666
20703,"['casual', 'indie', 'strategy']",World defense : a fragmented reality game,632
20704,"['action', 'indie']",Robo's world: the zarnok fortress,345
20705,['utilities'],Asmr universe,844
20706,['action'],E.t. armies,393
20707,"['adventure', 'casual', 'indie']",Endorlight - soundtrack,440
20708,"['indie', 'rpg', 'strategy']",Legend of moros,761
20709,"['free to play', 'rpg']",The bottom of the well,712
20710,"['action', 'adventure', 'indie']",Chasing dead,138
20711,"['action', 'adventure', 'casual', 'indie']",! that bastard is trying to steal our gold !,58
20712,"['casual', 'indie', 'strategy']",Drip drip,632
20713,"['action', 'adventure', 'casual', 'indie']",Undead vs plants,58
20714,"['action', 'indie']",Battle crust,345
20715,"['adventure', 'casual', 'indie', 'simulation', 'strategy']",On my own,434
20716,"['indie', 'rpg']",Lieat,762
20717,"['action', 'casual', 'indie']",Huenison,232
20718,"['racing', 'simulation', 'sports']",Sébastien loeb rally evo - rallycross pack,795
20719,"['action', 'indie']",Spacejacked,345
20720,"['action', 'indie']",Perfect universe - play with gravity,345
20721,"['indie', 'rpg', 'simulation', 'strategy']",Unreal world,757
20722,"['action', 'indie', 'rpg', 'strategy']",The red solstice armory pack,331
20723,"['adventure', 'casual', 'indie', 'simulation', 'strategy']",On my own - soundtrack,434
20724,"['indie', 'rpg', 'simulation']",Stardew valley,758
20725,"['action', 'adventure']",Far cry® primal,164
20726,['indie'],Feelings adrift,777
20727,['simulation'],Train simulator: amtrak® dash 8-32bwh loco add-on,820
20728,"['action', 'adventure', 'indie']",Worlds,138
20729,['simulation'],Train simulator: north somerset railway route add-on,820
20730,"['adventure', 'indie']",Underdread,504
20731,"['racing', 'simulation', 'sports']",Project cars - us race car pack,795
20732,"['adventure', 'indie', 'rpg']",Shardlight,496
20733,"['indie', 'rpg', 'strategy']",Trulon: the shadow engine,761
20734,"['adventure', 'indie', 'rpg']",The adventures of tree,496
20735,"['action', 'strategy']",Star wars™ galactic battlegrounds saga,392
20736,"['adventure', 'indie']",Deponia doomsday,504
20737,['strategy'],Star wars™ rebellion,838
20738,"['action', 'adventure']",Assassin's creed syndicate - the last maharaja,164
20739,"['action', 'adventure', 'indie', 'early access']",Space impossible,101
20740,['adventure'],Xblaze code: embryo,524
20741,"['casual', 'simulation']",Rocksmith® 2014 – rocksmith goes to the movies,647
20742,['simulation'],Fsx: steam edition - embraer phenom 100 add-on,820
20743,"['indie', 'rpg', 'strategy']",Fantasy grounds - top-down tokens - darkwoulfe's token pack vol 1,761
20744,"['indie', 'rpg', 'strategy']",Fantasy grounds - top-down tokens - darkwoulfe's token pack vol 2,761
20745,['simulation'],Fsx: steam edition - grumman hu-16b albatross add-on,820
20746,"['indie', 'rpg', 'strategy']",Fantasy grounds - top-down tokens - darkwoulfe's token pack vol 3,761
20747,"['indie', 'rpg', 'strategy']",Fantasy grounds - top-down tokens - darkwoulfe's token pack vol 4,761
20748,"['action', 'indie', 'strategy']",Armed and gelatinous,344
20749,"['indie', 'rpg', 'strategy']",Fantasy grounds - top-down tokens - darkwoulfe's token pack vol 5,761
20750,"['indie', 'rpg', 'strategy']",Fantasy grounds - top-down tokens - darkwoulfe's token pack vol 6,761
20751,"['indie', 'rpg', 'strategy']",Fantasy grounds - top-down tokens - darkwoulfe's token pack vol 7,761
20752,"['indie', 'rpg', 'strategy']",Fantasy grounds - top-down tokens - darkwoulfe's token pack vol 8,761
20753,"['indie', 'rpg', 'strategy']",Fantasy grounds - top-down tokens - darkwoulfe's token pack vol 9,761
20754,['strategy'],Tank battle: 1944,838
20755,"['indie', 'rpg', 'strategy']",Fantasy grounds - top-down tokens - darkwoulfe's token pack vol 10,761
20756,"['action', 'casual', 'indie']",Collider,232
20757,"['animation &amp; modeling', 'design &amp; illustration']",Substance for modo indie,544
20758,"['action', 'adventure', 'casual', 'indie']",Maria the witch,58
20759,['action'],Arslan - wall paper set 2,393
20760,['action'],Arslan - skill card set 1,393
20761,['action'],Arslan - scenario set 3,393
20762,"['action', 'adventure', 'casual', 'indie', 'racing', 'simulation']",Where's my mommy?,32
20763,"['action', 'adventure', 'casual', 'indie', 'racing', 'simulation']",Where's my mommy? - original soundtrack,32
20764,['simulation'],Bus simulator 16,820
20765,"['casual', 'free to play', 'indie', 'sports']",Party jousting - character pack,576
20766,"['action', 'adventure', 'indie']",Woodle tree adventures - soundtrack,138
20767,"['action', 'adventure', 'indie']",Woodle tree adventures,138
20768,"['indie', 'strategy']",Yrminsul,776
20769,"['action', 'adventure', 'indie']",Karaski: what goes up...,138
20770,"['casual', 'indie', 'strategy']",Acorn assault: rodent revolution,632
20771,"['action', 'indie']",Blood alloy: reborn,345
20772,"['action', 'indie']",Blood alloy: reborn soundtrack,345
20773,"['action', 'adventure', 'indie', 'rpg', 'strategy']",Onion force,127
20774,"['action', 'indie', 'strategy']",Awesomenauts - clockwork yoolip skin,344
20775,"['action', 'indie', 'strategy']",Awesomenauts - skull chopper chucho,344
20776,"['action', 'indie', 'strategy']",Awesomenauts - sir jimmy lionheart,344
20777,"['adventure', 'indie', 'strategy']",Fazbear nightmare,503
20778,"['action', 'casual', 'free to play', 'indie', 'racing', 'simulation', 'sports', 'early access']",Iron madness,168
20779,"['casual', 'free to play', 'sports']",Rock paper scissors champion,595
20780,"['action', 'indie', 'strategy']",Awesomenauts - the mind collection announcer,344
20781,"['action', 'free to play', 'indie']",Brawlhalla - valhalla pack,279
20782,"['adventure', 'casual', 'indie', 'simulation']",Star sky 2 - ブルームーン 2,435
20783,"['casual', 'free to play', 'indie', 'sports']",Party jousting - bling pack,576
20784,"['casual', 'free to play', 'indie', 'sports']",Party jousting,576
20785,"['action', 'indie']",Gunscape - standard edition,345
20786,"['action', 'indie']",Zheros (original soundtrack),345
20787,"['casual', 'strategy']",Dead stop,651
20788,"['action', 'casual', 'indie', 'strategy']",Fairies vs. darklings: arcane edition,231
20789,"['adventure', 'indie']",Settled,504
20790,"['adventure', 'indie']",Soul axiom,504
20791,"['indie', 'rpg', 'simulation', 'strategy', 'early access']",The sentient,756
20792,"['action', 'casual', 'indie', 'strategy']",Age of steel ost,231
20793,"['action', 'indie', 'rpg', 'early access']",Dungeons and robots,325
20794,"['adventure', 'indie']",Soul axiom - art book,504
20795,"['adventure', 'indie']",Soul axiom - soundtrack,504
20796,['strategy'],Total war: attila - slavic nations culture pack,838
20797,"['action', 'adventure', 'indie', 'rpg']",Grim dawn,128
20798,['strategy'],Master of orion 2,838
20799,['adventure'],Heaven's hope - special edition,524
20800,"['action', 'adventure', 'indie']",And so it was,138
20801,['strategy'],Master of orion 1,838
20802,"['action', 'indie']",Bierzerkers,345
20803,"['casual', 'indie', 'simulation', 'strategy', 'early access']",Factorio,624
20804,['indie'],Dyadic,777
20805,"['simulation', 'strategy']",Factorio - soundtrack,819
20806,['indie'],Dyadic ost,777
20807,['adventure'],The walking dead: michonne - a telltale miniseries,524
20808,"['indie', 'simulation', 'strategy']",Gnomoria,770
20809,"['action', 'casual', 'indie', 'early access']",Pixelman,195
20810,"['casual', 'indie', 'rpg', 'simulation']",Apocalypse hotel: the thin blue line!,616
20811,"['action', 'indie']",Ninja senki dx,345
20812,"['action', 'indie', 'racing']",Obliteracers,324
20813,['utilities'],Godot engine,844
20814,"['action', 'adventure', 'casual', 'indie', 'racing', 'rpg', 'simulation', 'sports']",Valens,26
20815,"['action', 'adventure', 'indie']",Reagan gorbachev,138
20816,"['action', 'indie']",Devil daggers,345
20817,"['adventure', 'indie']",Mindless running,504
20818,"['action', 'free to play', 'massively multiplayer', 'rpg']",Devilian: tempest class pack,287
20819,"['action', 'adventure', 'indie']",Macguffin,138
20820,"['casual', 'free to play', 'massively multiplayer', 'simulation']",Governor of poker 3,583
20821,"['adventure', 'indie']",Mysteries of the past: shadow of the daemon collector's edition,504
20822,['simulation'],Ts marketplace: cov ab vans wagon pack 01,820
20823,['simulation'],Ts marketplace: cov ab vans wagon pack 02,820
20824,"['action', 'indie', 'rpg', 'early access']",No1left,325
20825,"['action', 'adventure', 'casual', 'indie', 'rpg']",24 hours 'til rescue,46
20826,"['free to play', 'massively multiplayer', 'rpg']",Archeage: experienced hero pack,699
20827,"['free to play', 'massively multiplayer', 'rpg']",Archeage: steam bloodsong pack,699
20828,"['free to play', 'massively multiplayer', 'rpg']",Archeage: fresh adventurer pack,699
20829,"['action', 'indie']",Cyborg rage,345
20830,"['adventure', 'indie']",Steamroll,504
20831,"['casual', 'indie', 'simulation']",Plantera - original soundtrack,626
20832,"['indie', 'rpg', 'strategy']",Fantasy grounds - 5e: shattered heart adventure path (5e): the ties that bind,761
20833,"['indie', 'rpg', 'strategy']",Fantasy grounds - 5e: shattered heart adventure path (5e): the temple of jewels and mirrors,761
20834,"['adventure', 'indie', 'rpg']",The quest - soundtrack,496
20835,"['action', 'casual', 'indie']",Risky rescue,232
20836,"['casual', 'indie']",Broken dreams,633
20837,"['free to play', 'indie', 'simulation']",Spec ops pack,690
20838,"['action', 'adventure', 'indie', 'simulation']",Dinosaur hunt - guns expansion pack,134
20839,"['casual', 'indie', 'simulation', 'strategy']",Pixel puzzles 2: space,625
20840,"['adventure', 'indie', 'rpg']",The quest,496
20841,"['adventure', 'casual', 'indie', 'rpg']",Arvale - deluxe contents,429
20842,"['action', 'adventure', 'casual', 'indie', 'strategy', 'early access']",Glory kingdom,56
20843,"['indie', 'simulation', 'strategy']",Unending galaxy,770
20844,"['adventure', 'indie']",Magdalena,504
20845,['strategy'],Fritzchess 15,838
20846,"['simulation', 'strategy']",Cities: skylines - snowfall,819
20847,"['action', 'indie', 'strategy']",Planet 1138,344
20848,['strategy'],Panzer corps: soviet corps,838
20849,['adventure'],Red comrades save the galaxy: reloaded,524
20850,"['simulation', 'strategy']","Codename: panzers, phase one",819
20851,['adventure'],Red comrades collector's edition upgrade,524
20852,"['simulation', 'strategy']","Codename: panzers, phase two",819
20853,['strategy'],Codename panzers cold war soundtrack,838
20854,['simulation'],Fsx: steam edition - vfr czech republic add-on,820
20855,['rpg'],Pillars of eternity - the white march part ii,813
20856,"['action', 'adventure', 'indie']",Chromagun,138
20857,"['casual', 'simulation']",Rocksmith® 2014 – sublime - “badfish”,647
20858,"['casual', 'simulation']",Rocksmith® 2014 – a perfect circle - “the outsider”,647
20859,"['casual', 'simulation']",Rocksmith® 2014 – loverboy - “working for the weekend”,647
20860,"['casual', 'simulation']",Rocksmith® 2014 – the doobie brothers - “long train runnin’”,647
20861,"['indie', 'rpg']",The daring mermaid expedition,762
20862,"['action', 'casual', 'indie']",Recursion deluxe,232
20863,['adventure'],Kindred spirits on the roof,524
20864,"['casual', 'simulation']",Rocksmith® 2014 – hit singles song pack iv,647
20865,"['action', 'indie']",Babel: choice (original soundtrack),345
20866,"['action', 'indie']",Babel: choice,345
20867,"['casual', 'indie', 'rpg', 'simulation']",Apocalypse hotel: museum of horror!,616
20868,"['free to play', 'indie', 'racing', 'simulation', 'sports']",Victory: the age of racing,678
20869,"['action', 'indie']",Showtime 2073,345
20870,"['casual', 'simulation']",Rocksmith® 2014 – sister hazel - “all for you”,647
20871,"['casual', 'simulation']",Rocksmith® 2014 – daryl hall and john oates - “you make my dreams”,647
20872,['action'],Arslan: the warriors of legend,393
20873,"['indie', 'simulation']",American truck simulator,771
20874,['action'],Tom clancy's rainbow six® siege - cobalt weapon skin,393
20875,"['action', 'adventure', 'casual', 'indie', 'strategy']",Super bomb rush!,57
20876,"['action', 'casual', 'indie']",Astral breakers,232
20877,"['adventure', 'indie']",Space pilgrim episode iii: delta pavonis,504
20878,"['action', 'adventure', 'indie', 'rpg']",The chosen rpg,128
20879,"['action', 'adventure']",Naruto shippuden: ultimate ninja storm 4,164
20880,['strategy'],Xcom 2: reinforcement pack,838
20881,['rpg'],Sea dogs: to each his own - the caleuche,813
20882,"['casual', 'simulation']",Rocksmith® 2014 – valentine’s day song pack,647
20883,"['adventure', 'indie']",Firewatch,504
20884,"['adventure', 'indie']",Firewatch original soundtrack,504
20885,"['action', 'free to play', 'massively multiplayer', 'rpg']",Devilian: champion pack,287
20886,"['action', 'free to play', 'massively multiplayer', 'rpg']",Devilian: hero pack,287
20887,"['indie', 'strategy']",Sentinels of the multiverse - soundtrack (volume 4),776
20888,"['action', 'adventure', 'indie']",Pesadelo - regressão,138
20889,"['adventure', 'casual', 'free to play', 'indie', 'simulation']",Mystic destinies: serendipity of aeons - shou,400
20890,"['action', 'adventure', 'indie', 'rpg']",Cornerstone: the song of tyrim demo,128
20891,"['adventure', 'casual', 'indie', 'simulation']",Mystic destinies: serendipity of aeons,435
20892,"['action', 'adventure', 'indie', 'rpg', 'simulation', 'strategy']",Waste walkers awareness,124
20893,"['action', 'adventure', 'indie']",Oddworld: new 'n' tasty - 720p movies pack,138
20894,"['indie', 'rpg', 'simulation', 'early access']",Wayward terran frontier: zero falls,752
20895,"['adventure', 'casual', 'free to play', 'massively multiplayer', 'rpg']",Lucent heart,402
20896,['strategy'],Xcom® 2,838
20897,['sports'],Jerry rice &amp; nitus' dog football,827
20898,"['action', 'adventure', 'massively multiplayer', 'rpg', 'simulation', 'strategy']",Elite dangerous: pilot starter pack,142
20899,['indie'],Moonlight,777
20900,"['action', 'casual', 'indie', 'simulation', 'strategy']",A.i. space corps,225
20901,"['action', 'adventure', 'indie', 'rpg', 'strategy']",Convoy soundtrack,127
20902,"['adventure', 'casual', 'indie']",Inside: before birth,440
20903,['adventure'],Agatha christie - the abc murders,524
20904,"['rpg', 'strategy']",Mordheim: city of the damned - the smuggler,811
20905,"['rpg', 'strategy']",Mordheim: city of the damned - the poison wind globadier,811
20906,"['indie', 'strategy']",The political machine 2016,776
20907,"['action', 'adventure', 'indie']",Cobalt,138
20908,['simulation'],Ts marketplace: dr komfortwagen coach pack,820
20909,['simulation'],Ts marketplace: dr schnellzugwagen type b coach pack,820
20910,['simulation'],Ts marketplace: dr schnellzugwagen type yb coach pack,820
20911,"['rpg', 'simulation', 'strategy']",Expansion - crusader kings ii: conclave,808
20912,['strategy'],"Warhammer 40,000: armageddon - soundtrack",838
20913,['simulation'],Ts marketplace: sdggmrss taschenwagen wagon pack,820
20914,"['rpg', 'simulation', 'strategy']",Crusader kings ii: viking metal,808
20915,"['rpg', 'simulation', 'strategy']",Content pack - crusader kings ii: conclave,808
20916,"['casual', 'indie']",Curvatron,633
20917,"['racing', 'simulation', 'sports']",Sébastien loeb rally evo - pikes peak pack peugeot 405 t 16 pp,795
20918,"['adventure', 'casual', 'indie', 'rpg', 'simulation']",Free boutique theme pack,426
20919,"['racing', 'simulation', 'sports']",Sébastien loeb rally evo - pikes peak pack suzuki escudo pp,795
20920,"['action', 'adventure', 'indie']",Ira,138
20921,"['action', 'adventure', 'indie', 'strategy']",Bear haven nights,137
20922,"['adventure', 'indie', 'rpg', 'early access']",The sacred stone: a story adventure,489
20923,"['adventure', 'indie']",Rusty lake hotel,504
20924,"['indie', 'rpg']",The lost heir: the fall of daria,762
20925,"['casual', 'indie', 'sports', 'early access']",Golf with your friends,627
20926,"['casual', 'indie', 'rpg', 'simulation', 'strategy']",Tabletop simulator - battle for souls,615
20927,"['action', 'adventure', 'rpg']",Bombshell digital artbook and world map,156
20928,"['casual', 'indie', 'simulation', 'sports']",Pitstop challenge,623
20929,"['casual', 'racing']",Sunny hillride,635
20930,"['action', 'adventure']",Project pulsation - soundtracks,164
20931,"['adventure', 'indie', 'racing']",Defunct soundtrack,488
20932,"['action', 'indie']",Blitz breaker,345
20933,"['action', 'indie']",Blitz breaker soundtrack,345
20934,['indie'],Calendula,777
20935,"['action', 'casual', 'indie']",Astral gun,232
20936,"['casual', 'simulation']",Rocksmith® 2014 – the offspring - “the kids aren’t alright”,647
20937,"['casual', 'simulation']","Rocksmith® 2014 – the offspring - “you’re gonna go far, kid”",647
20938,"['casual', 'simulation']",Rocksmith® 2014 – the offspring - “pretty fly (for a white guy)”,647
20939,"['action', 'adventure', 'indie', 'simulation']",Giant,134
20940,"['casual', 'simulation']",Rocksmith® 2014 – the offspring - “want you bad”,647
20941,"['casual', 'simulation']",Rocksmith® 2014 – the offspring - “all i want”,647
20942,"['casual', 'simulation']",Rocksmith® 2014 – the offspring song pack ii,647
20943,"['action', 'indie', 'early access']",The takeover,304
20944,"['casual', 'indie']",It's spring again,633
20945,"['casual', 'indie']",It's spring again collector's edition content,633
20946,"['action', 'casual', 'indie']",Gun wings - original soundtrack,232
20947,['simulation'],Fsx: steam edition - fs global 2010 add-on,820
20948,['indie'],Fault milestone one - the art of fault milestone one,777
20949,"['action', 'adventure', 'indie', 'rpg', 'simulation']",Lone survivor - original soundtrack,125
20950,"['adventure', 'casual', 'indie', 'rpg']",Wolfsong,429
20951,['action'],Kung fu panda: jombie porcupine and jombie master croc,393
20952,['action'],Kung fu panda: panda village,393
20953,['action'],Kung fu panda: warrior po and jombie master chicken,393
20954,['action'],Kung fu panda: spirit realm,393
20955,"['action', 'adventure']",Bombshell,164
20956,['action'],Kung fu panda: rhino armor li and jombie master bear,393
20957,"['action', 'adventure', 'indie', 'rpg', 'early access']",Sword 'n' board,120
20958,"['adventure', 'indie']",Shadow puppeteer soundtrack,504
20959,"['action', 'indie']",Habitus,345
20960,"['indie', 'rpg']",The lost heir 2: forging a kingdom,762
20961,"['action', 'indie', 'simulation', 'sports']",Toro,335
20962,"['action', 'indie', 'rpg']",Darkmaus,332
20963,"['action', 'indie', 'strategy']",Special tactics,344
20964,"['free to play', 'massively multiplayer', 'rpg']",Allods online ru,699
20965,"['adventure', 'casual', 'indie']",Echo tokyo: an intro,440
20966,"['action', 'free to play', 'indie']",Iron snout,279
20967,"['adventure', 'casual', 'indie']",Echo tokyo: graphic novel,440
20968,"['adventure', 'indie']",Aozora meikyuu,504
20969,"['casual', 'indie', 'strategy']",Empire of the gods,632
20970,"['adventure', 'casual']",Mystic saga,453
20971,"['casual', 'indie']",Narcissu 10th anniversary anthology project,633
20972,"['action', 'adventure', 'casual', 'indie']",Super mustache,58
20973,"['action', 'casual', 'indie']",Surfingers,232
20974,"['casual', 'indie', 'strategy']",10 minute barbarian,632
20975,"['action', 'adventure', 'indie']",Pulsecharge,138
20976,"['indie', 'strategy']",Sentinels of the multiverse - shattered timelines,776
20977,"['action', 'massively multiplayer', 'rpg']",Hounds : the last hope,356
20978,"['casual', 'indie']",Narcissu 10th anniversary anthology project - season pass,633
20979,"['action', 'indie', 'strategy']",Ai: rampage,344
20980,['simulation'],Rtk maker - face cg “rtk13” set / 三国志ツクール顔登録素材 『三國志13』セット+シナリオ,820
20981,"['free to play', 'massively multiplayer', 'rpg']",Karos - starter pack,699
20982,"['action', 'free to play']",The lost mythologies,301
20983,"['action', 'indie']",Cubixx hd,345
20984,"['simulation', 'strategy']",Order of battle: morning sun,819
20985,"['action', 'casual', 'indie', 'early access']",Lilt,195
20986,"['action', 'casual', 'indie']",Fullblast,232
20987,"['adventure', 'casual']",Eventide: slavic fable,453
20988,"['casual', 'indie', 'simulation']",Plantera,626
20989,"['action', 'adventure', 'casual', 'indie']",Rabi-ribi,58
20990,['strategy'],Nemesis of the roman empire,838
20991,"['adventure', 'indie']",The slaughter: act one soundtrack,504
20992,"['design &amp; illustration', 'web publishing']",Rpg maker vx ace - ancient dungeons: base pack,661
20993,"['design &amp; illustration', 'web publishing']",Rpg maker vx ace - ancient dungeons: forgotten depths,661
20994,"['design &amp; illustration', 'web publishing']",Rpg maker vx ace - casino tile pack,661
20995,"['design &amp; illustration', 'web publishing']",Rpg maker vx ace - classic school tiles,661
20996,"['action', 'adventure', 'indie']",Rabi-ribi - original soundtrack,138
20997,"['design &amp; illustration', 'web publishing']",Rpg maker vx ace - cyberpunk music pack,661
20998,"['design &amp; illustration', 'web publishing']",Rpg maker vx ace - pirate music pack,661
20999,"['design &amp; illustration', 'web publishing']",Rpg maker vx ace - inspirational vol. 4,661
21000,"['adventure', 'indie']",The order of the thorne - the king's challenge,504
21001,['action'],Revolt,393
21002,['audio production'],Rytmik lite chiptune synthesizer,556
21003,"['action', 'indie']",Swiftly,345
21004,['audio production'],Upgrade to rytmik ultimate,556
21005,"['action', 'indie']",Rubber ducky and the rainbow gun - gigantic cosmetic pack!,345
21006,"['action', 'adventure', 'indie', 'simulation']",Sickness,134
21007,['strategy'],Deserts of kharak expedition guide,838
21008,"['action', 'adventure', 'indie', 'rpg']",Towerclimb - extended original soundtrack,128
21009,"['racing', 'simulation', 'sports']",Sébastien loeb rally evo,795
21010,"['action', 'adventure', 'indie', 'rpg']",Crashlands,128
21011,"['action', 'adventure', 'indie', 'rpg']",Crashlands soundtrack,128
21012,"['massively multiplayer', 'rpg', 'simulation']",Lif,780
21013,['casual'],Let's sing 2016,652
21014,"['action', 'indie']",The rise of chubtan,345
21015,"['action', 'adventure', 'casual', 'indie', 'rpg']",Dinocide,46
21016,"['action', 'indie']",Move or die,345
21017,"['action', 'adventure', 'indie', 'massively multiplayer', 'simulation', 'strategy', 'early access']",Naval action,108
21018,"['action', 'indie']",Hard room,345
21019,"['indie', 'simulation']",The westport independent,771
21020,"['action', 'indie']",Close order,345
21021,"['action', 'indie']",The minotaur,345
21022,['indie'],Subterrain,777
21023,['indie'],The minotaur: soundtrack,777
21024,"['casual', 'indie', 'rpg', 'simulation', 'strategy']",Tabletop simulator - tiny epic galaxies,615
21025,"['casual', 'indie']",Bloxitivity,633
21026,['adventure'],Timelapse,524
21027,"['adventure', 'casual', 'indie', 'rpg']",The amazing adventures of ash - afterparty,429
21028,"['action', 'indie', 'strategy']",Death by game show,344
21029,['simulation'],Ts marketplace: riveted body dia. 1/143 hto 21t coal hopper,820
21030,['simulation'],Ts marketplace: rebodied dia. 1/146 hto 21t coal hoppers,820
21031,['simulation'],Ts marketplace: canal pack,820
21032,"['action', 'casual', 'indie']",Bit blaster xl,232
21033,"['action', 'adventure', 'indie', 'rpg', 'strategy']",Buriedtown,127
21034,['simulation'],A-10c: the enemy within campaign,820
21035,"['casual', 'indie']",Pythagoria,633
21036,"['action', 'adventure', 'indie', 'rpg']",Starward rogue,128
21037,['strategy'],Warlords battlecry iii,838
21038,['adventure'],Monumental,524
21039,"['action', 'indie']",Zamarian,345
21040,"['action', 'indie']",Space moth dx,345
21041,"['action', 'adventure', 'indie']",Between me and the night,138
21042,"['adventure', 'indie']",Buried: an interactive story,504
21043,"['action', 'indie', 'racing']",O3dx,324
21044,"['casual', 'indie', 'simulation', 'strategy', 'early access']",Rivalry,624
21045,"['adventure', 'casual', 'indie', 'rpg']",Last heroes 2,429
21046,"['action', 'casual', 'indie', 'rpg', 'simulation', 'strategy']",Microcosmum: survival of cells - colors for organisms,213
21047,['simulation'],Eep 12 expert,820
21048,"['action', 'indie', 'early access']","Zombie hunter, inc.",304
21049,['action'],Tatsunoko mashup costume set,393
